onetId,occupationTitle,reportedTitle,combinedTitle
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Coach,"Coach (Recreation and Fitness Studies Teachers, Postsecondary)"
53-7111.00,Mine Shuttle Car Operators,Coal Hauler Operator,Coal Hauler Operator (Mine Shuttle Car Operators)
47-5081.00,Helpers--Extraction Workers,Coal Miner,Coal Miner (Helpers--Extraction Workers)
47-5042.00,Mine Cutting and Channeling Machine Operators,Coal Miner,Coal Miner (Mine Cutting and Channeling Machine Operators)
19-2041.02,Environmental Restoration Planners,Coastal and Estuary Specialist,Coastal and Estuary Specialist (Environmental Restoration Planners)
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Coat Check Attendant,"Coat Check Attendant (Locker Room, Coatroom, and Dressing Room Attendants)"
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Coat Checker,"Coat Checker (Locker Room, Coatroom, and Dressing Room Attendants)"
51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Coater Adjuster,"Coater Adjuster (Coating, Painting, and Spraying Machine Setters, Operators, and Tenders)"
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Coater Associate,"Coater Associate (Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic)"
51-9191.00,Adhesive Bonding Machine Operators and Tenders,Coater Operator,Coater Operator (Adhesive Bonding Machine Operators and Tenders)
51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Coater Operator,"Coater Operator (Coating, Painting, and Spraying Machine Setters, Operators, and Tenders)"
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Coater Operator,"Coater Operator (Mixing and Blending Machine Setters, Operators, and Tenders)"
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Coater Operator,"Coater Operator (Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic)"
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Coating Line Worker,"Coating Line Worker (Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic)"
17-3029.08,Photonics Technicians,Coating Manager,Coating Manager (Photonics Technicians)
35-3031.00,Waiters and Waitresses,Cocktail Server,Cocktail Server (Waiters and Waitresses)
29-2071.00,Medical Records and Health Information Technicians,Coder,Coder (Medical Records and Health Information Technicians)
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Coffee Roaster,"Coffee Roaster (Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders)"
51-2021.00,"Coil Winders, Tapers, and Finishers",Coil Finisher,"Coil Finisher (Coil Winders, Tapers, and Finishers)"
51-2021.00,"Coil Winders, Tapers, and Finishers",Coil Winder,"Coil Winder (Coil Winders, Tapers, and Finishers)"
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Cold Header Operator,"Cold Header Operator (Forging Machine Setters, Operators, and Tenders, Metal and Plastic)"
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Cold Mill Operator,"Cold Mill Operator (Rolling Machine Setters, Operators, and Tenders, Metal and Plastic)"
11-3071.02,Storage and Distribution Managers,Cold Storage Supervisor,Cold Storage Supervisor (Storage and Distribution Managers)
25-4012.00,Curators,Collections Curator,Collections Curator (Curators)
25-4011.00,Archivists,Collections Director,Collections Director (Archivists)
25-4011.00,Archivists,Collections Manager,Collections Manager (Archivists)
43-3011.00,Bill and Account Collectors,Collections Manager,Collections Manager (Bill and Account Collectors)
25-4012.00,Curators,Collections Manager,Collections Manager (Curators)
25-4013.00,Museum Technicians and Conservators,Collections Manager,Collections Manager (Museum Technicians and Conservators)
43-3011.00,Bill and Account Collectors,Collector,Collector (Bill and Account Collectors)
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",College Counselor,"College Counselor (Educational, Guidance, School, and Vocational Counselors)"
11-9033.00,"Education Administrators, Postsecondary",College President,"College President (Education Administrators, Postsecondary)"
27-1025.00,Interior Designers,Color and Materials Designer,Color and Materials Designer (Interior Designers)
47-4011.00,Construction and Building Inspectors,Combination Building Inspector,Combination Building Inspector (Construction and Building Inspectors)
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Combination Technician,"Combination Technician (Telecommunications Equipment Installers and Repairers, Except Line Installers)"
49-9052.00,Telecommunications Line Installers and Repairers,Combination Technician,Combination Technician (Telecommunications Line Installers and Repairers)
53-4041.00,Subway and Streetcar Operators,Combined Rail Operator,Combined Rail Operator (Subway and Streetcar Operators)
27-2011.00,Actors,Comedian,Comedian (Actors)
27-2011.00,Actors,Comic,Comic (Actors)
13-2021.01,Assessors,Commercial Appraiser,Commercial Appraiser (Assessors)
13-2072.00,Loan Officers,Commercial Banker,Commercial Banker (Loan Officers)
45-3011.00,Fishers and Related Fishing Workers,Commercial Crabber,Commercial Crabber (Fishers and Related Fishing Workers)
43-4041.02,Credit Checkers,Commercial Credit Reviewer,Commercial Credit Reviewer (Credit Checkers)
49-9092.00,Commercial Divers,Commercial Diver,Commercial Diver (Commercial Divers)
49-9011.00,Mechanical Door Repairers,Commercial Door Installer,Commercial Door Installer (Mechanical Door Repairers)
45-3011.00,Fishers and Related Fishing Workers,Commercial Fisherman,Commercial Fisherman (Fishers and Related Fishing Workers)
45-3011.00,Fishers and Related Fishing Workers,Commercial Fishing Vessel Operator,Commercial Fishing Vessel Operator (Fishers and Related Fishing Workers)
47-2041.00,Carpet Installers,Commercial Floor Covering Installer,Commercial Floor Covering Installer (Carpet Installers)
47-2121.00,Glaziers,Commercial Glazier,Commercial Glazier (Glaziers)
49-9011.00,Mechanical Door Repairers,Commercial Installer,Commercial Installer (Mechanical Door Repairers)
47-2132.00,"Insulation Workers, Mechanical",Commercial Insulator,"Commercial Insulator (Insulation Workers, Mechanical)"
15-1199.08,Business Intelligence Analysts,Commercial Intelligence Manager,Commercial Intelligence Manager (Business Intelligence Analysts)
27-1025.00,Interior Designers,Commercial Interior Designer,Commercial Interior Designer (Interior Designers)
13-2071.01,Loan Counselors,Commercial Lending Vice President,Commercial Lending Vice President (Loan Counselors)
11-2021.00,Marketing Managers,Commercial Lines Manager,Commercial Lines Manager (Marketing Managers)
13-2053.00,Insurance Underwriters,Commercial Lines Underwriter,Commercial Lines Underwriter (Insurance Underwriters)
13-2072.00,Loan Officers,Commercial Loan Officer,Commercial Loan Officer (Loan Officers)
43-4041.02,Credit Checkers,Commercial Loan Reviewer,Commercial Loan Reviewer (Credit Checkers)
39-5091.00,"Makeup Artists, Theatrical and Performance",Commercial Makeup Artist,"Commercial Makeup Artist (Makeup Artists, Theatrical and Performance)"
37-2021.00,Pest Control Workers,Commercial Pest Control Technician,Commercial Pest Control Technician (Pest Control Workers)
27-4021.00,Photographers,Commercial Photographer,Commercial Photographer (Photographers)
53-2012.00,Commercial Pilots,Commercial Pilot,Commercial Pilot (Commercial Pilots)
47-2152.02,Plumbers,Commercial Plumber,Commercial Plumber (Plumbers)
11-9141.00,"Property, Real Estate, and Community Association Managers",Commercial Property Services Coordinator,"Commercial Property Services Coordinator (Property, Real Estate, and Community Association Managers)"
13-2021.02,"Appraisers, Real Estate",Commercial Real Estate Appraiser,"Commercial Real Estate Appraiser (Appraisers, Real Estate)"
47-2181.00,Roofers,Commercial Roofer,Commercial Roofer (Roofers)
41-4011.07,Solar Sales Representatives and Assessors,Commercial Sales Manager,Commercial Sales Manager (Solar Sales Representatives and Assessors)
23-2093.00,"Title Examiners, Abstractors, and Searchers",Commercial Title Examiner,"Commercial Title Examiner (Title Examiners, Abstractors, and Searchers)"
13-2053.00,Insurance Underwriters,Commercial Underwriter,Commercial Underwriter (Insurance Underwriters)
43-9021.00,Data Entry Keyers,Commission Specialist,Commission Specialist (Data Entry Keyers)
23-1022.00,"Arbitrators, Mediators, and Conciliators",Commissioner,"Commissioner (Arbitrators, Mediators, and Conciliators)"
27-2023.00,"Umpires, Referees, and Other Sports Officials",Commissioner of Officials,"Commissioner of Officials (Umpires, Referees, and Other Sports Officials)"
41-3099.01,Energy Brokers,Commodities Broker,Commodities Broker (Energy Brokers)
11-3061.00,Purchasing Managers,Commodity Manager,Commodity Manager (Purchasing Managers)
19-1041.00,Epidemiologists,Communicable Disease Specialist,Communicable Disease Specialist (Epidemiologists)
31-9099.01,Speech-Language Pathology Assistants,Communication Assistant,Communication Assistant (Speech-Language Pathology Assistants)
25-1122.00,"Communications Teachers, Postsecondary",Communication Instructor,"Communication Instructor (Communications Teachers, Postsecondary)"
25-1122.00,"Communications Teachers, Postsecondary",Communication Lecturer,"Communication Lecturer (Communications Teachers, Postsecondary)"
25-1122.00,"Communications Teachers, Postsecondary",Communication Professor,"Communication Professor (Communications Teachers, Postsecondary)"
29-1127.00,Speech-Language Pathologists,Communication Specialist,Communication Specialist (Speech-Language Pathologists)
43-2011.00,"Switchboard Operators, Including Answering Service",Communication Specialist,"Communication Specialist (Switchboard Operators, Including Answering Service)"
17-3021.00,Aerospace Engineering and Operations Technicians,Communication Technician,Communication Technician (Aerospace Engineering and Operations Technicians)
11-2031.00,Public Relations and Fundraising Managers,Communications Director,Communications Director (Public Relations and Fundraising Managers)
27-3031.00,Public Relations Specialists,Communications Director,Communications Director (Public Relations Specialists)
43-5031.00,"Police, Fire, and Ambulance Dispatchers",Communications Officer,"Communications Officer (Police, Fire, and Ambulance Dispatchers)"
43-5031.00,"Police, Fire, and Ambulance Dispatchers",Communications Operator,"Communications Operator (Police, Fire, and Ambulance Dispatchers)"
27-3043.04,Copy Writers,Communications Specialist,Communications Specialist (Copy Writers)
13-1161.00,Market Research Analysts and Marketing Specialists,Communications Specialist,Communications Specialist (Market Research Analysts and Marketing Specialists)
43-5031.00,"Police, Fire, and Ambulance Dispatchers",Communications Specialist,"Communications Specialist (Police, Fire, and Ambulance Dispatchers)"
27-3031.00,Public Relations Specialists,Communications Specialist,Communications Specialist (Public Relations Specialists)
27-4013.00,Radio Operators,Communications Specialist,Communications Specialist (Radio Operators)
43-5031.00,"Police, Fire, and Ambulance Dispatchers",Communications Supervisor,"Communications Supervisor (Police, Fire, and Ambulance Dispatchers)"
27-4013.00,Radio Operators,Communications Technician,Communications Technician (Radio Operators)
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Communications Technician,"Communications Technician (Telecommunications Equipment Installers and Repairers, Except Line Installers)"
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Communications Tower Technician,"Communications Tower Technician (Radio, Cellular, and Tower Equipment Installers and Repairers)"
39-3091.00,Amusement and Recreation Attendants,Community Center Coordinator,Community Center Coordinator (Amusement and Recreation Attendants)
21-1093.00,Social and Human Service Assistants,Community Coordinator,Community Coordinator (Social and Human Service Assistants)
19-3051.00,Urban and Regional Planners,Community Development Director,Community Development Director (Urban and Regional Planners)
19-3051.00,Urban and Regional Planners,Community Development Planner,Community Development Planner (Urban and Regional Planners)
21-1091.00,Health Educators,Community Health Consultant,Community Health Consultant (Health Educators)
21-1091.00,Health Educators,Community Health Education Coordinator,Community Health Education Coordinator (Health Educators)
21-1094.00,Community Health Workers,Community Health Outreach Worker,Community Health Outreach Worker (Community Health Workers)
21-1094.00,Community Health Workers,Community Health Program Coordinator,Community Health Program Coordinator (Community Health Workers)
21-1094.00,Community Health Workers,Community Health Program Representative (Community Health Program Rep),Community Health Program Representative (Community Health Program Rep) (Community Health Workers)
21-1094.00,Community Health Workers,Community Health Promoter,Community Health Promoter (Community Health Workers)
21-1094.00,Community Health Workers,Community Health Worker (CHW),Community Health Worker (CHW) (Community Health Workers)
43-4171.00,Receptionists and Information Clerks,Community Liaison,Community Liaison (Receptionists and Information Clerks)
39-1021.00,First-Line Supervisors of Personal Service Workers,Community Life Director,Community Life Director (First-Line Supervisors of Personal Service Workers)
11-9141.00,"Property, Real Estate, and Community Association Managers",Community Manager,"Community Manager (Property, Real Estate, and Community Association Managers)"
